V1 ID,Article ID,V1 Status,V1 Round,V1 RA-ID,V1 Date Coded,Main Point,Climate Attribution Topic,Negative Impacts/Risks,Human Responses,Environmental Justice Topic,Notes
386,Ches/HABs-JH-103,4,2,mh,2021-10-20,"There have been HABs for centuries but they are increasing in large numbers, scientists speculate for why this is and point to c",1,2,0,0,
387,Ches/HABs-GC-109,4,2,mh,2021-10-20,Nutrient pollution is increasing and scientific groups have looked at many way to regulate it.,0,0,0,0,
388,Ches/HABs-GC-140,4,2,mh,2021-10-20,"This article talks about the increase in HABs in Florida, and the effects including a glowing in the water.",1,2,0,0,
389,Ches/HABs-JJ-107,4,2,EH,2021-10-20,A new engineer from Idaho has been hired as the head of the Maryland Center for Environmental Science. ,0,0,0,0,
390,Ches/HABs-JJ-108,4,2,EH,2021-10-24,Climate change could increase the frequency of HABs.,2,1,1,0,
391,Ches/HABs-JJ-109,4,2,EH,2021-10-24,Middle River and CB have an overload of nutrients.,0,1,0,0,
392,Ches/HABs-JJ-112,4,2,EH,2021-10-24,NOAA provides grants around the country for HAB research.,0,0,0,0,
393,Ches/HABs-JJ-11,4,2,EH,2021-10-25,Agriculture and meat production contribute to HABs formation in the CB.,1,1,1,0,
394,Ches/HABs-JJ-114,4,2,EH,2021-10-25,This article attributes Red Tides/HABs to pollution and Pfiesteria.,0,1,0,0,
395,Ches/HABs-JJ-104,4,2,mh,2021-10-26,"Mahogany tides have increased in the Chesapeake bay area, contributing to major fish deaths.",0,2,0,0,
396,Ches/HABs-JJ-100,4,2,mh,2021-10-26,The HAB in Mattawoman Creek have caused counties to issue health advisories to avoid the illnesses associated with the HAB. ,0,1,0,0,
397,Ches/HABs-JJ-105,4,2,mh,2021-10-26,"HABs have increased more in recent years, there is speculation if this is due to increased nutrient pollution or just being noti",1,3,0,0,
398,Ches/HABs-JJ-8,4,2,mh,2021-10-26,NOAA is working on a plan to predict future HABs in order to mitigate the negative effects of climate change.,2,0,3,0,
399,Ches/HABs-ST-7,4,2,mh,2021-10-26,The Chesapeake Bay has initiated clean up efforts to increase water quality and decrease the harm coming from HABs,0,0,0,0,
400,Ches/HABs-ST-148,4,2,mh,2021-10-26,Environmental activists from Lake Toledo are sending Trump postcards about their poor water quality and urging him to take actio,0,0,0,0,
401,Ches/HABs-ST-147,4,2,mh,2021-10-26,"China is experiencing record-breaking sized HABs, and other places in the US are facing severe HABs, leading people to discuss h",0,1,0,0,
402,Ches/HABs-ST-146,4,2,mh,2021-10-26,This article talks about the threat of losing large portions of marine life and the threat this causes to ecosystems and humanit,0,0,0,0,
403,Ches/HABs-ST-144,4,2,mh,2021-10-26,"HABs have been spotted in the Chesapeake and surrounding areas, people are cautioned to avoid certain areas and swim in water bo",0,0,0,0,
404,Ches/HABs-ST-143,4,2,mh,2021-10-26,This article discusses several cases of HABs across the US harming marine life and animals and determines this is a trend increa,1,1,0,0,
405,Ches/HABs-ST-138,4,2,mh,2021-10-26,The Chesapeake region has experienced an increase in fish kills due to HABs and this article explains the harms associated with ,0,3,0,0,
406,Ches/HABs-ST-136,4,2,mh,2021-10-26,This article explains that there should be regulations for how much phosphorus is entering waterways.,0,0,0,0,
407,Ches/HABs-ST-134,4,2,mh,2021-10-26,"This article discusses funding cuts to the Bay Trust Fund, harming the cleanup ability as well as reducing the ability to monito",0,0,0,0,
408,Ches/HABs-ST-132,4,2,mh,2021-10-27,States near the Chesapeake are engaging in a nutrient trading program to limit nutrient pollution into waterways.,0,0,0,0,
409,Ches/HABs-JH-102,4,2,mh,2021-10-27,NOAA is giving a grant to research and prevent Alexandrium cysts.,0,1,0,0,
410,Ches/HABs-JH-11,4,2,mh,2021-10-27,NOAA is funding research into HABs to predict them better. ,0,0,0,0,
411,Ches/HABs-JJ-110,4,2,mh,2021-10-27,A researcher talks about the dead zones in the Gulf of Mexico and how she came to learn about them.,0,0,0,0,
412,Ches/HABs-JH-22,4,2,mh,2021-10-27,This article talks about various fish kills in the Cheseapeake as a result of HABs.,0,5,0,0,
413,Ches/HABs-JH-28,4,2,mh,2021-10-27,This article discusses introducing a non-native oyster into the aquatic ecosystem and what that would look like.,0,0,0,0,
414,Ches/HABs-JJ-205,4,2,DM,2021-10-27,A research has found that harmful algae blooms can be used to produce fertilizer and electricity.,0,0,0,0,
415,Ches/HABs-JJ-101,4,2,mh,2021-11-01,Virginia governing boards are restricting the amount of Chlorophyll in the James River to reduce HABs. ,0,0,0,0,
416,Ches/HABs-JJ-118,4,2,mh,2021-11-01,"This article talks about the increase in HABs we can expect to see as a result of climate change, and calls the EPA to action to",3,0,2,1,
417,Ches/HABs-JJ-131,4,2,mh,2021-11-01,HABs are threatening the lives of people and aquatic life and Virginia needs to take preventative measures against it.,0,1,0,0,
418,Ches/HABs-JJ-133,4,2,mh,2021-11-01,This article talks about the abnormality of the increase in dead zones in the past few decades. ,0,0,0,0,
419,Ches/HABs-JJ-135,4,2,mh,2021-11-01,This article talks about urine diversion to create renewable fertilizer. ,0,0,0,0,
420,Ches/HABs-JJ-136,4,2,mh,2021-11-01,This is a transcript from an interview discussing the China HAB and how fertilizer runoff increases the problem.,0,2,0,0,
421,Ches/HABs-JJ-122,4,2,EH,2021-11-01,This article focuses on describing algal blooms in CA that are increasing in frequency and duration.  ,1,1,0,0,
422,Ches/HABs-JJ-123,4,2,EH,2021-11-01,"Washington state was hit with its worst algae bloom, and scientists are looking to identify the bloom.",0,0,0,0,
423,Ches/HABs-JJ-137,4,2,mh,2021-11-02,NOAA is investing in preventative measures to mitigate effects of HABs due to climate change.,1,0,2,0,
424,Ches/HABs-JJ-138,4,2,mh,2021-11-02,This article talks about collecting data on river nutrient levels and what the role of climate change is in these river changes.,1,0,0,0,
425,Ches/HABs-JJ-14,4,2,mh,2021-11-02,"This articles discusses actions Virginia has taken, mainly research-based, in order to learn more about HABs and mitigate their ",1,0,3,0,
426,Ches/HABs-JJ-144,4,2,mh,2021-11-02,The EPA gave Maryland a grant to reduce nutrient runoff pollution.,0,0,0,0,
427,Ches/HABs-JJ-124,4,2,EH,2021-11-03,This article recommends the EPA partners with Canada to handle HABs in Ohio. ,0,1,0,0,
428,Ches/HABs-JJ-125,4,2,EH,2021-11-03,This article recommends the EPA partners with Canada to handle HABs in Ohio. ,0,1,0,0,
429,Ches/HABs-JJ-15,4,2,mh,2021-11-03,This article talks about the Chesapeake experiencing higher than usual algal blooms and the consequences of this.,1,0,0,0,
430,Ches/HABs-JJ-126,4,2,EH,2021-11-03,"HABs are wreaking havoc across the country, including a recent to publication Pfiesteria outbreak in the CB.",0,2,0,0,
431,Ches/HABs-JJ-128,4,2,EH,2021-11-03,Federal agencies met to make a plan to help MD with algal blooms. ,0,3,0,0,
432,Ches/HABs-GC-154,4,2,mh,2021-11-04,Researchers studied tributaries that fed into different rivers in the Chesapeake Bay and looked at their oxygen levels.,0,0,0,0,
433,Ches/HABs-GC-155,4,2,mh,2021-11-04,This article discusses the increase in HABs and talks about wastewater treatment plants helping to reduce pollution that fuels a,0,0,0,0,
434,Ches/HABs-GC-156,4,2,mh,2021-11-04,"This article predicts bloom masses for 2016, then discusses the NOAA models designed to better predict HABs.",0,0,0,0,
435,Ches/HABs-GC-157,4,2,mh,2021-11-04,There have been increases in dog deaths in the Chesapeake Bay and other regions due to HABs.,0,1,0,0,
436,Ches/HABs-JJ-141,4,2,mh,2021-11-04,Researchers are looking into using grain to fight the symptoms of HABs and develop models to better predict them.,1,0,1,0,
437,Ches/HABs-JJ-142,4,2,mh,2021-11-04,Virginia has increased water quality standards in response to worsening HABs.,1,1,0,0,
438,Ches/HABs-JJ-201,4,2,mh,2021-11-04,Eating less meat can help reduce farm animal waste going into the Chesapeake.,0,0,0,0,
439,Ches/HABs-ST-6,6,3,SB,2021-10-20,5,0,2,0,0,
440,Ches/HABs-GC-9,6,3,SB,2021-10-04,7,0,0,0,0,
441,Ches/HABs-GC-123,6,3,SB,2021-09-28,9,0,0,0,0,
442,Ches/HABs-GC-144,6,3,SB,2021-09-28,8,1.5,2,0,0,
443,Ches/HABs-GC-145,6,3,SB,2021-09-29,8,1.5,2,0,0,
444,Ches/HABs-GC-146,6,3,SB,2021-09-29,9,1,3,0,0,
445,Ches/HABs-GC-147,6,3,SB,2021-09-29,7,0,1.5,0,0,
446,Ches/HABs-GC-148,6,3,SB,2021-09-04,9,0,4,0,0,
447,Ches/HABs-GC-150,6,3,SB,2021-10-13,6,0,1,0,0,
448,Ches/HABs-GC-151,6,3,SB,2021-10-13,7,0,0,1,0,
449,Ches/HABs-JJ-200,6,3,SB,2021-09-04,8,0,0,0,0,
450,Ches/HABs-JJ-204,6,3,SB,2021-09-04,7,0,0,0,0,
451,Ches/HABs-ST-137,6,3,SB,2021-10-13,8,0,1,0,0,
452,Ches/HABs-ST-149,6,3,SB,2021-10-13,8,0,0,0,0,
453,Ches/HABs-GC-117,6,3,ZG,2021-10-19,2,0,4,0,0,main point: Sophia is more accurate
454,Ches/HABs-GC-158,6,3,ZG,2021-10-20,8,0,0,0,0,
455,Ches/HABs-GC-100,6,3,ZG,2021-09-24,7,0,1,0,0,
456,Ches/HABs-GC-101,6,3,ZG,2021-09-24,9,0,1,0,0,
457,Ches/HABs-GC-102,6,3,ZG,2021-09-24,6,0,3.5,0,0,
458,Ches/HABs-GC-105,6,3,ZG,2021-09-24,9,0,1,0,0,
459,Ches/HABs-GC-106,6,3,ZG,2021-09-24,9,0,1,0,0,
460,Ches/HABs-GC-107,6,3,ZG,2021-09-25,9,0,2,0,0,
461,Ches/HABs-GC-110,6,3,ZG,2021-09-25,7,0,1,0,0,
462,Ches/HABs-GC-111,6,3,ZG,2021-09-25,7,0,2,0,0,
463,Ches/HABs-GC-112,6,3,ZG,2021-09-25,8,0,0,0,0,
464,Ches/HABs-GC-113,6,3,ZG,2021-09-26,5,0,2,0,0,
465,Ches/HABs-GC-114,6,3,ZG,2021-09-26,7,0,0,0,0,
466,Ches/HABs-GC-116,6,3,ZG,2021-09-26,9,0,4,0,0,"i do not think there is enough evidence to link the mentioned ""warm weather"" to climate change"
467,Ches/HABs-GC-118,6,3,ZG,2021-09-26,8,1,0,3,0,
468,Ches/HABs-GC-119,6,3,ZG,2021-09-26,7,0,1,0,0,
469,Ches/HABs-GC-120,6,3,ZG,2021-09-27,9,0,1,0,0,
470,Ches/HABs-GC-121,6,3,ZG,2021-09-27,7,1,0,3,0,
471,Ches/HABs-GC-122,6,3,ZG,2021-09-27,5,0,0,0,0,
472,Ches/HABs-GC-126,6,3,ZG,2021-09-27,1,2,1,1,0,"main point - I think the article is a split between both RA's main points, 50% about HABs, 50% about reducing pollution"
473,Ches/HABs-GC-127,6,3,ZG,2021-09-27,8,0,0,0,0,
474,Ches/HABs-GC-128,6,3,ZG,2021-09-27,4,0,0,0,0,
475,Ches/HABs-GC-129,6,3,ZG,2021-09-27,4,0,0,0,0,
476,Ches/HABs-GC-130,6,3,ZG,2021-09-27,1,2,1,1,0,"main point - I think the article is a split between both RA's main points, 50% about HABs, 50% about reducing pollution"
477,Ches/HABs-GC-134,6,3,ZG,2021-09-27,6,1,2,0,0,
478,Ches/HABs-GC-135,6,3,ZG,2021-09-27,5,0,1,0,0,
479,Ches/HABs-GC-138,6,3,ZG,2021-09-28,2,1,1,0,0,Main Point: Sophia's is more accurate
480,Ches/HABs-GC-152,6,3,ZG,2021-10-19,5,0,1,0,0,"based on color coded PDF, Sophia's NI should be 1"
481,Ches/HABs-GC-153,6,3,ZG,2021-10-19,7,1,0,1,0,
482,Ches/HABs-JJ-110,6,3,ZG,2021-10-10,3,0,0,0,0,Main point: Evelyn is more accurate
483,Ches/HABs-JJ-151,6,3,ZG,2021-10-10,5,0,0,0,0,
484,Ches/HABs-JJ-202,6,3,ZG,2021-10-10,2,0,1,0,0,Main point: David's is more accurate
485,Ches/HABs-JJ-234,6,3,ZG,2021-10-11,6,0,2,0,0,i think david meant to put a 5 for NI and 0 for CA based on color coding
486,Ches/HABs-JJ-292,6,3,ZG,2021-10-11,4,0,0,0,0,
487,Ches/HABs-ST-8,6,3,ZG,2021-10-01,7,1,2,0,0,
488,Ches/HABs-ST-11,6,3,ZG,2021-09-28,7,2,4,0,0,
489,Ches/HABs-ST-13,6,3,ZG,2021-09-28,5,0,1,0,0,
490,Ches/HABs-ST-14,6,3,ZG,2021-09-28,8,1,2,0,0,
491,Ches/HABs-ST-19,6,3,ZG,2021-10-01,4,0,4,0,0,
492,Ches/HABs-ST-20,6,3,ZG,2021-10-01,2,1,0,0,0,Main point: Sophia is a bit more accurate
493,Ches/HABs-ST-21,6,3,ZG,2021-10-01,5,0,1,0,0,
494,Ches/HABs-ST-22,6,3,ZG,2021-10-01,2,0,0,0,0,Main point: Sophia is more accurate
495,Ches/HABs-ST-27,6,3,ZG,2021-10-01,1,0,1,0,0,Main point: Sophia is more accurate
497,Ches/HABs-ST-117,6,3,ZG,2021-10-11,1,1.5,1,0,0,main point: Evelyn is accurate
498,Ches/HABs-ST-139,6,3,ZG,2021-10-11,5,2,1,1,0,
499,Ches/HABs-ST-141,6,3,ZG,2021-10-20,5,1,3,0,0,
